ID,"Which of the following topics are you familiar with? (Here, familiar means you could explain the topic clearly to a friend without Googling it first.) Check all that apply.",How comfortable are you with statistics?,How comfortable are you with programming?,Check all that apply: Which of the following are skills you believe you possess?,A4_t,A5_t,A6_t,project_t
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal), A|B testing",7,9,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",5,3,2,45
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, A|B testing",8,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",3,3,2,15
NA,"data science, version control (i.e. git), GitHub, Python, JSON, pandas (the package, not the animal)",7,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",10,12,11,20
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn, A|B testing",7,7,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",7,8,6,20
NA,"data science, GitHub, Python, Jupyter Notebooks, JSON, machine learning, confounding, p-value, sentiment analysis, pandas (the package, not the animal), sklearn",6,7,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",8,10,8,45
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, machine learning, p-value, sentiment analysis, pandas (the package, not the animal)",7,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",3,2,2,24
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, p-value, pandas (the package, not the animal)",8,10,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,3,3,20
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, p-value, pandas (the package, not the animal)",8,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",5,5,5,40
NA,"data science, GitHub, Python, Jupyter Notebooks, p-value, pandas (the package, not the animal)",7,4,"Formulate a plan for and complete a data science project from start to finish, Identify and explain how to approach an unfamiliar data science task",3.5,3.5,2.5,25
NA,"data science, Python, machine learning",10,10,Identify and explain how to approach an unfamiliar data science task,2,2,2,2
NA,"data science, GitHub, Python, Jupyter Notebooks, p-value",5,8,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python",2,2,1.5,20
NA,"data science, GitHub, Python, Jupyter Notebooks, pandas (the package, not the animal)",3,5,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",6,6,6,20
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, p-hacking, sentiment analysis, pandas (the package, not the animal), sklearn",7,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",1,1,2,35
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal), A|B testing",8,7,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",6,5,3,27
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, machine learning, sentiment analysis, pandas (the package, not the animal)",4,10,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",7,1,5,3
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, confounding, p-value, pandas (the package, not the animal)",7,5,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,4,3,7
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, sentiment analysis, pandas (the package, not the animal), A|B testing",8,9,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,4,3,15
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, p-value, geospatial analysis, pandas (the package, not the animal)",8,8,"Formulate a plan for and complete a data science project from start to finish, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,3,2,48
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, machine learning, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal)",8,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",3,3,3,15
NA,"data science, Python, Jupyter Notebooks, pandas (the package, not the animal)",9,8,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",2.5,2.5,2.5,168
NA,"GitHub, Python, Jupyter Notebooks, machine learning, pandas (the package, not the animal)",5,8,"Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",5,5,6,8
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, sentiment analysis, pandas (the package, not the animal)",4,8,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Identify and explain how to approach an unfamiliar data science task",3,2,1,40
NA,"version control (i.e. git), GitHub, Python, Jupyter Notebooks, JSON, machine learning, p-value, pandas (the package, not the animal), sklearn, A|B testing",7,10,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",10,6,5,40
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, JSON, machine learning, confounding, p-value, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn, A|B testing",9,7,"Formulate a plan for and complete a data science project from start to finish, Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations",6,6,6,36
NA,"GitHub, geospatial analysis, pandas (the package, not the animal)",9,8,Communicate results concisely and efficiently in reports and presentations,6,7,5,6
NA,"data science, version control (i.e. git), GitHub, Python, Jupyter Notebooks, tabular data, machine learning, sentiment analysis, geospatial analysis, pandas (the package, not the animal), sklearn",3,6,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Identify and explain how to approach an unfamiliar data science task",1,3,2,20
NA,"data science, GitHub, Jupyter Notebooks",5,8,"Explain and carry out a descriptive, exploratory, inferential, and predictive analysis in Python, Communicate results concisely and efficiently in reports and presentations, Identify and explain how to approach an unfamiliar data science task",4,4,4,14
